treemap,scenario,etage_1,etage_2,etage_3,case,contribution,explication
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Connection internet,Transport,0.000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Connection internet,Utilisation,0.003570000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Connection internet,Fin de vie,0.000143000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Datacenters,Fabrication,0.000126000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Datacenters,Transport,0.000006210,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Datacenters,Utilisation,0.000072500,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur portable,Datacenters,Fin de vie,0.000002070,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Fabrication de,L'ordinateur de bureau,0.095700000000000,par étape de cycle de vie,"Le scénario de l'ordinateur de bureau comprends l'utilisation d'un ordinateur de bureau et d'un écran supplémentaire pour afficher le jeux. Pour plus d'infos sur les hypothèses du scénario, clique sur le bouton ""i"" à droite de ""Scénario""."
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Fabrication de,L'écran,0.012200000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Transport de,L'ordinateur de bureau,0.001100000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Transport de,L'écran,0.000324000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Utilisation de,L'ordinateur de bureau,0.011000000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Utilisation de,L'écran,0.002920000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Fin de vie de,L'ordinateur de bureau,0.002200000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Fin de vie de,L'écran,0.000810000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Connection internet,Fabrication,0.003430000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Connection internet,Utilisation,0.003570000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Connection internet,Fin de vie,0.000143000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Datacenters,Fabrication,0.000126000000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Datacenters,Transport,0.000006210000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Datacenters,Utilisation,0.000072500000000,par étape de cycle de vie,
Jeu vidéo,Changement climatique,Jouer sur ordinateur fixe,Datacenters,Fin de vie,0.000002070000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Fabrication de la,Console,0.000015500000000,par étape de cycle de vie,"Sur les ressources minérales et métalliques, c'est la fabrication qui prend le dessus sur l'impact. Ça vient du fait que c'est à l'étape de construction des équipements qu'on utilise le plus de minéraux et de métaux. "
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Fabrication de la,Télévision,0.000005060000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Transport de la,Console,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Transport de la,Télévision,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Utilisation de la,Console,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Utilisation de la,Télévision,0.000000025600000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Fin de vie de la,Console,0.000000078000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Fin de vie de la,Télévision,0.000000025600000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Connection internet,Fabrication,0.000000434000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Connection internet,Utilisation,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Connection internet,Fin de vie,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Datacenters,Fabrication,0.000000009070000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Datacenters,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Datacenters,Utilisation,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur console,Datacenters,Fin de vie,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Fabrication de,L'Ordinateur portable,0.000002720000000,par étape de cycle de vie,"Pour l'ordinateur portable, la connection internet est un peu plus importante en terme d'impact que dans les scénarios de l'ordi fixe et de la console, car l'impact de la fabrication de l'ordi portable est plus faible que celui de l'ordi fixe ou de la console."
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Transport de,L'Ordinateur portable,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Utilisation de,L'Ordinateur portable,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Fin de vie de,L'Ordinateur portable,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Connection internet,Fabrication,0.000000434000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Connection internet,Utilisation,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Connection internet,Fin de vie,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Datacenters,Fabrication,0.000000009070000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Datacenters,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Datacenters,Utilisation,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur portable,Datacenters,Fin de vie,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Fabrication de,L'ordinateur de bureau,0.000006050000000,par étape de cycle de vie,La fabrication de l'ordi de bureau est l'étape du cycle de vie la plus impactante sur les ressources minérales et métalliques. C'est le plus grand rectangle !
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Fabrication de,L'écran,0.000002210000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Transport de,L'ordinateur de bureau,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Transport de,L'écran,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Utilisation de,L'ordinateur de bureau,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Utilisation de,L'écran,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Fin de vie de,L'ordinateur de bureau,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Fin de vie de,L'écran,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Connection internet,Fabrication,0.000000434000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Connection internet,Utilisation,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Connection internet,Fin de vie,0.000000002190000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Datacenters,Fabrication,0.000000009070000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Datacenters,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Datacenters,Utilisation,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Ressources minérales et métalliques,Jouer sur ordinateur fixe,Datacenters,Fin de vie,0.000000000045800,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Fabrication de la,Console,0.000000004620000,par étape de cycle de vie,"Sur les particules fines, l'utilisation devient plus impactante. Cela vient du fait que les particules fines sont produites lors de la combustion de bois et d'énergies fossiles, donc au moment de l'utilisation de la console ou des autres équipements."
Jeu vidéo,Particules fines,Jouer sur console,Fabrication de la,Télévision,0.000000000860000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Transport de la,Console,0.000000000147000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Transport de la,Télévision,0.000000000070500,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Utilisation de la,Console,0.000000002460000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Utilisation de la,Télévision,0.000000001830000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Fin de vie de la,Console,0.000000000110000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Fin de vie de la,Télévision,0.000000000056400,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Connection internet,Fabrication,0.000000000143000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Connection internet,Utilisation,0.000000000798000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Connection internet,Fin de vie,0.000000000009500,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Datacenters,Fabrication,0.000000000006360,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Datacenters,Transport,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Datacenters,Utilisation,0.000000000024000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur console,Datacenters,Fin de vie,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Fabrication de,L'Ordinateur portable,0.000000002280000,par étape de cycle de vie,L'impact de l'utilisation des équipments nécessaires pour jouer à des jeux vidéo devient plus impactante sur les particules fines. Mais la fabrication reste un important facteur d'impact.
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Transport de,L'Ordinateur portable,0.000000000117000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Utilisation de,L'Ordinateur portable,0.000000000496000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Fin de vie de,L'Ordinateur portable,0.000000000029200,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Connection internet,Fabrication,0.000000000143000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Connection internet,Utilisation,0.000000000798000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Connection internet,Fin de vie,0.000000000009500,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Datacenters,Fabrication,0.000000000006360,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Datacenters,Transport,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Datacenters,Utilisation,0.000000000024000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur portable,Datacenters,Fin de vie,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Fabrication de,L'ordinateur de bureau,0.000000003400000,par étape de cycle de vie,"Si tu veux plus d'informations sur les indicateurs tu peux cliquer sur le bouton ""i"" à droite de ""Indicateur""."
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Fabrication de,L'écran,0.000000000484000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Transport de,L'ordinateur de bureau,0.000000000185000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Transport de,L'écran,0.000000000049600,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Utilisation de,L'ordinateur de bureau,0.000000002470000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Utilisation de,L'écran,0.000000000670000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Fin de vie de,L'ordinateur de bureau,0.000000000124000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Fin de vie de,L'écran,0.000000000037200,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Connection internet,Fabrication,0.000000000143000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Connection internet,Transport,0.000000000000000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Connection internet,Utilisation,0.000000000798000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Connection internet,Fin de vie,0.000000000009500,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Datacenters,Fabrication,0.000000000006360,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Datacenters,Transport,0.000000000000310,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Datacenters,Utilisation,0.000000000024000,par étape de cycle de vie,
Jeu vidéo,Particules fines,Jouer sur ordinateur fixe,Datacenters,Fin de vie,0.000000000000310,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Production des éléments en papier et carton,Production de la boîte du jeu,0.116000000000000,par étape de cycle de vie,C'est la production des composants en papier et carton qui est le plus impactant sur le changement climatique.
Jeu de société,Changement climatique,Petit format,Production des éléments en papier et carton,Production des cartes,0.431000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Production des éléments en plastique,Production des emballages des cartes,0.000816000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.031600000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Production des éléments en papier et carton,Production des règles du jeu,0.063800000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.002222000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Petit format,Transport du jeu,Transport de la Chine à la Suisse,0.087400000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en papier et carton,Production de la boîte du jeu,0.246000000000000,par étape de cycle de vie,Ce sont les composants en papier et carton qui sont les plus présents dans les jeux et donc qui engendre le plus d'impact.
Jeu de société,Changement climatique,Format moyen,Production des éléments en bois,Production des pions,0.017200000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en bois,Production des dés,0.030200000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en papier et carton,Production des cartes,0.431000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en plastique,Production des emballages des cartes,0.000816000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.254000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en papier et carton,Production des règles du jeu,0.063800000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.004880000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Format moyen,Transport du jeu,Transport de la Chine à la Suisse,0.176000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en papier et carton,Production de la boîte du jeu,0.544500000000000,par étape de cycle de vie,"Si tu veux plus d'infos sur les hypothèses des scénarios, clique sur le bouton ""i"" à droite de ""Scénario""."
Jeu de société,Changement climatique,Grand format,Production des éléments en papier et carton,Production du plateau de jeu,0.785300000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en bois,Production des pions,0.031530000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en bois,Production des dés,0.030220000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en papier et carton,Production des cartes,0.483000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en plastique,Production des emballages des cartes,0.000815600000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en plastique,Production des figurines,0.091230000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),1.229000000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en papier et carton,Production des règles du jeu,0.231600000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.010730000000000,par étape de cycle de vie,
Jeu de société,Changement climatique,Grand format,Transport du jeu,Transport de la Chine à la Suisse,0.644500000000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en papier et carton,Production de la boîte du jeu,0.000000560000000,par étape de cycle de vie,C'est à l'étape de la fabrication que l'utilisation des ressources minérales et métalliques impact le plus l'environnement.
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en papier et carton,Production des cartes,0.000000853000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en plastique,Production des emballages des cartes,0.000000000311000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000117000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en papier et carton,Production des règles du jeu,0.000000185000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000000847000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Petit format,Transport du jeu,Transport de la Chine à la Suisse,0.000000106000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en papier et carton,Production de la boîte du jeu,0.000001190000000,par étape de cycle de vie,Les métaux et minéraux sont nécessaires pour fabriquer les machines pour produire le papier et le carton.
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en bois,Production des pions,0.000000100000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en bois,Production des dés,0.000000225000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en papier et carton,Production des cartes,0.000000853000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en plastique,Production des emballages des cartes,0.000000000311000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000936000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en papier et carton,Production des règles du jeu,0.000000185000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000001860000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Format moyen,Transport du jeu,Transport de la Chine à la Suisse,0.000000214000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en papier et carton,Production de la boîte du jeu,0.000002635000000,par étape de cycle de vie,Il y a un corrélation entre l'impact environnemental d'un jeu et la taille de la boîte. Plus la boîte est grande plus elle engendre de l'impact sur l'environnement.
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en papier et carton,Production du plateau de jeu,0.000003441000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en bois,Production des pions,0.000000199900000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en bois,Production des dés,0.000000225500000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en papier et carton,Production des cartes,0.000000953900000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en plastique,Production des emballages des cartes,0.000000000311400,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en plastique,Production des figurines,0.000000037790000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000004531000000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en papier et carton,Production des règles du jeu,0.000000672900000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000004095000,par étape de cycle de vie,
Jeu de société,Ressources minérales et métalliques,Grand format,Transport du jeu,Transport de la Chine à la Suisse,0.000000785300000,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Production des éléments en papier et carton,Production de la boîte du jeu,0.000000013900000,par étape de cycle de vie,"Pour diminuer ton impact sur l'environnement, choisi des jeux moins gourmands en ressources. Ton porte-monnaie sera aussi content !"
Jeu de société,Particules fines,Petit format,Production des éléments en papier et carton,Production des cartes,0.000000041900000,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Production des éléments en plastique,Production des emballages des cartes,0.000000000033400,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000003530000,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Production des éléments en papier et carton,Production des règles du jeu,0.000000003240000,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000000090800,par étape de cycle de vie,
Jeu de société,Particules fines,Petit format,Transport du jeu,Transport de la Chine à la Suisse,0.000000003890000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production de la boîte du jeu,0.000000029500000,par étape de cycle de vie,On peut aussi noter qu'un jeu entièrement fabriqué en plastique pollue plus qu'un jeu entièrement fait de papier et de carton.
Jeu de société,Particules fines,Format moyen,Production des éléments en bois,Production des pions,0.000000001380000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en bois,Production des dés,0.000000002770000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production des cartes,0.000000041900000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en plastique,Production des emballages des cartes,0.000000000033400,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production du punchboard (plateau en carton),0.000000028300000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en papier et carton,Production des règles du jeu,0.000000003240000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Production des éléments en plastique,Production des emballages de la boîte du jeu,0.000000000199000,par étape de cycle de vie,
Jeu de société,Particules fines,Format moyen,Transport du jeu,Transport de la Chine à la Suisse,0.000000007840000,par étape de cycle de vie,
Jeu de société,Particules fines,Grand format,Production des éléments en papier et carton,Production de la boîte du jeu,0.000000065270000,par étape de cycle de vie,Le Musée Suisse du Jeu possède une grande collection de jeu à ta disposition dans sa salle de jeux.
